"settlement_id","lon","lat","type","settlement_score","capacity","sacred_tier","continent","source","coastal","on_river","population","coast_dist_km","is_port","degree","component","in_giant","from_junction","population_initial","hinterland_local","hinterland_regional","centrality_betweenness","accessibility","name_community","name","inkarnate"
"322",-49.365,-45.165,"permanent",0.563564002513885,145.644775390625,0,"Adirondaq","score",0,1,15562.6902503512,1099.44977750761,FALSE,23,1,TRUE,FALSE,4369,1251300.66933823,10290676.0118999,0.00127458120903132,41.6231022866648,23,"Keubshe",NA
"323",-37.275,-42.325,"permanent",0.634832262992859,159.706527709961,0,"Adirondaq","score",0,1,26652.3426296664,195.771573772381,FALSE,39,1,TRUE,FALSE,4791,1269211.50112915,10489788.4775696,0.0254385387491798,80.0945017762734,18,"Xauxgalai",NA
"324",-37.525,-35.755,"permanent",0.639340877532959,161.186004638672,0,"Adirondaq","score",0,1,22410.2652704445,242.428041346432,FALSE,41,1,TRUE,FALSE,4836,1178291.80278015,7393052.70929718,0.0331651232962231,52.5822300335489,18,"Baithavga",NA
"325",-49.585,-32.155,"permanent",0.611234843730927,152.767333984375,0,"Adirondaq","score",0,1,11545.0647038295,1133.73488165575,FALSE,13,1,TRUE,FALSE,4583,1061806.56241608,5040208.5087204,0.0012549395993961,39.9867544968996,17,"Alephgeng",NA
"326",-59.115,-32.955,"permanent",0.583745181560516,145.944427490234,0,"Adirondaq","score",0,1,17332.8099261017,551.276207343451,FALSE,25,1,TRUE,FALSE,4378,1041065.9163208,7199085.42843628,0.00671017548628025,62.1076907943053,21,"Sopuchung",NA
"327",-57.135,-33.665,"permanent",0.548478603363037,140.989959716797,0,"Adirondaq","score",0,1,14333.264017349,735.505075728083,FALSE,23,1,TRUE,FALSE,4230,1046811.62631989,7592483.17870331,0.002535891060201,38.3333937746697,21,"Sumxixuus",NA
"328",-41.535,-42.775,"permanent",0.588543295860291,150.971817016602,0,"Adirondaq","score",0,1,18492.8784464267,535.79880604366,FALSE,35,1,TRUE,FALSE,4529,1221280.93306732,10777511.9632416,0.00327020413825711,49.1344929557597,18,"Ruthavlai",NA
"329",-43.385,-40.105,"permanent",0.575432658195496,148.527893066406,0,"Adirondaq","score",0,1,15115.0049206143,716.229349278401,FALSE,35,1,TRUE,FALSE,4456,1161197.28778076,8101249.43466949,0.00237691788816244,40.9204496123198,18,"Xorxauxru",NA
"330",-46.535,-57.545,"permanent",0.200635835528374,37.3053398132324,0,"Adirondaq","score",0,1,3887.36642374806,87.5897169174822,FALSE,2,1,TRUE,FALSE,1119,418052.435939789,3566274.79232025,0,17.1208859092816,23,"Ixekdad",NA
"331",-72.175,-22.445,"permanent",0.6301429271698,165.799743652344,0,"Adirondaq","score",0,1,17947.8100880672,150.69754669126,FALSE,26,1,TRUE,FALSE,4974,640605.365825653,4716763.57172394,0.0369009978948856,35.1318595377178,24,"Daixaexe",NA
"332",-58.525,-19.715,"permanent",0.672146022319794,177.909896850586,0,"Adirondaq","score",0,1,18973.1065994873,54.7358190504572,FALSE,22,1,TRUE,FALSE,5337,1090063.37306595,5199750.08908844,0.0138335325806527,82.6113258174392,26,"Ahrakhong",NA
"333",-67.855,-41.515,"permanent",0.547899186611176,138.785507202148,0,"Adirondaq","score",0,1,18493.8665012874,389.779957934853,FALSE,23,1,TRUE,FALSE,4164,1108135.78734589,8051282.68647003,0.0108608242559773,50.9446456071967,20,"Zaivowor",NA
"334",-73.935,-32.565,"permanent",0.539407551288605,134.223129272461,0,"Adirondaq","score",0,1,19419.2828876855,284.260651279447,FALSE,29,1,TRUE,FALSE,4027,952084.514671326,8250230.67697906,0.0250913600275195,32.2371766365598,24,"Raeghaexe",NA
"335",-70.225,-40.215,"permanent",0.547822833061218,138.091537475586,0,"Adirondaq","score",0,1,15897.3165006362,96.5997470760163,FALSE,27,1,TRUE,FALSE,4143,1091383.62273407,7760119.94906235,0.0034857411014408,58.9884493717272,20,"Yushuwoar",NA
"336",-62.555,-29.605,"permanent",0.526996254920959,135.065444946289,0,"Adirondaq","score",0,1,19116.5056196899,188.919707312687,FALSE,23,1,TRUE,FALSE,4052,788666.760978699,5821875.74633408,0.0548282261609253,36.8590046676494,21,"Ukhaumxu",NA
"337",-46.115,-43.065,"permanent",0.59257984161377,150.863723754883,0,"Adirondaq","score",0,1,20731.8514222292,901.969643302628,FALSE,26,1,TRUE,FALSE,4526,1230292.62321472,10007518.4098587,0.0111741294166194,43.4361005625943,23,"Vikeek",NA
"338",-35.745,-44.435,"permanent",0.586628675460815,151.876525878906,0,"Adirondaq","score",0,1,15610.6065125634,60.6552094071931,FALSE,37,1,TRUE,FALSE,4556,1228119.26712036,5036252.00799561,0.00619482211779732,82.622738963508,18,"Vraigaru",NA
"339",-79.985,-49.065,"permanent",0.545881867408752,137.624038696289,0,"Adirondaq","score",0,1,13780.8523948202,132.353905117966,FALSE,12,1,TRUE,FALSE,4129,1213080.34248543,7131249.93639183,0.00430859056763898,23.7980047798764,20,"Zailaivow",NA
"340",-72.035,-21.375,"permanent",0.301241099834442,68.0222396850586,0,"Adirondaq","score",0,1,9789.60730552087,95.623556544995,FALSE,21,1,TRUE,FALSE,2041,633247.08001709,2808047.44304657,0.0335088388254518,39.4446228283249,24,"Dukhedai",NA
"341",-69.685,-13.415,"permanent",0.654617249965668,169.513732910156,0,"Adirondaq","score",0,1,12701.3700127655,53.1775029293483,FALSE,30,1,TRUE,FALSE,5085,1031248.15583801,5650994.11407471,0.00110683124566027,43.9469453810163,24,"Xahxuxe",NA
"342",-60.905,-44.345,"permanent",0.547243475914001,140.290252685547,0,"Adirondaq","score",0,1,17963.0798561707,1173.34632134472,FALSE,22,1,TRUE,FALSE,4209,1170395.06851006,10051486.587431,0.0066625112034387,32.5856632686496,21,"Tukhumchi",NA
"343",-73.035,-42.235,"permanent",0.523707449436188,134.19660949707,0,"Adirondaq","score",0,1,13078.3763273089,317.84423406387,FALSE,30,1,TRUE,FALSE,4026,1085795.04180145,9670713.43997955,0.000753813126540805,27.9778204769465,20,"Shuyuvuar",NA
"344",-62.885,-24.215,"permanent",0.525458335876465,133.755844116211,0,"Adirondaq","score",0,1,20453.8833720985,13.3235186585623,TRUE,20,1,TRUE,FALSE,4013,863545.49514389,6852454.40513611,0.0598925763209248,34.211256884591,26,"Uychonair",NA
"345",-76.665,-27.565,"permanent",0.504413068294525,126.261238098145,0,"Adirondaq","score",0,1,12617.2749461624,381.561517429546,FALSE,16,1,TRUE,FALSE,3788,851358.987426758,6748466.71599197,0.00278486173368525,29.3482924901743,24,"Agfure",NA
"346",-80.035,-37.605,"permanent",0.54083663225174,133.891616821289,0,"Adirondaq","score",0,1,11436.3786509438,331.204233892548,FALSE,19,1,TRUE,FALSE,4017,1006047.75276947,5637063.52547455,0.00129103769277974,39.530782107156,20,"Khotsvuor",NA
"347",-40.505,-34.305,"permanent",0.591322720050812,152.409622192383,0,"Adirondaq","score",0,1,15840.8948956373,400.291781900032,FALSE,45,1,TRUE,FALSE,4572,1066238.70192719,9466326.45122528,0.00126187609577178,53.4275641201837,17,"Aldxudaex",NA
"348",-79.755,-28.395,"permanent",0.500626564025879,125.297485351562,0,"Adirondaq","score",0,1,9741.14613159613,132.485452877671,FALSE,15,1,TRUE,FALSE,3759,865918.170928955,5320325.80416107,0.000632778342842704,30.5451192321132,24,"Xefudai",NA
"349",-81.085,-38.515,"permanent",0.486963778734207,125.839157104492,0,"Adirondaq","score",0,0,11221.1462775576,277.155554565222,FALSE,19,1,TRUE,FALSE,3775,998211.387580872,6092007.75992584,0.00115407727964768,36.1987856090112,20,"Woshuvow",NA
"350",-48.525,-37.415,"permanent",0.454905033111572,128.109710693359,0,"Adirondaq","score",0,0,18834.0226471482,1087.52440537256,FALSE,17,1,TRUE,FALSE,3843,1076130.77336121,9761857.17173004,0.015047596397835,29.716502349799,17,"Aldechae",NA
"351",-67.475,-36.715,"permanent",0.455395102500916,123.692367553711,0,"Adirondaq","score",0,0,17684.4083272385,95.9412680433985,FALSE,24,1,TRUE,FALSE,3711,981947.134986877,8499063.66680336,0.0132161490129295,37.2214550814256,20,"Uvyuoraru",NA
"352",-65.385,-42.055,"permanent",0.489093154668808,130.126281738281,0,"Adirondaq","score",0,0,18161.9808147321,621.68074871408,FALSE,22,1,TRUE,FALSE,3904,1089211.69523621,8600407.62412262,0.0126852946984641,38.4911761731327,20,"Vauvuwo",NA
"353",-41.275,-27.965,"permanent",0.791269183158875,208.238479614258,0,"Adirondaq","score",0,0,28633.5415807754,503.985810035767,FALSE,44,1,TRUE,FALSE,6247,875465.334945679,6020133.01506805,0.155864135270173,51.9356169922067,17,"Ephaldaex",NA
"354",-40.435,-45.265,"permanent",0.476534426212311,132.990310668945,0,"Adirondaq","score",0,0,20230.0302970815,423.555405858477,FALSE,33,1,TRUE,FALSE,3990,1247714.57980728,11255387.1867867,0.00849897757459034,48.397231745353,18,"Thavgaru",NA
"355",-44.785,-39.735,"permanent",0.464900463819504,130.368179321289,0,"Adirondaq","score",0,0,10556.2571100937,837.330065983991,FALSE,26,1,TRUE,FALSE,3911,1084471.75785065,7361897.76892853,7.96281471698033e-05,35.8388955183437,18,"Laexlairu",NA
"356",-72.545,-45.555,"permanent",0.509314000606537,132.574630737305,0,"Adirondaq","score",0,0,13502.6144022606,601.210433363931,FALSE,21,1,TRUE,FALSE,3977,1171913.11273956,8889243.44098473,0.00153753104612982,28.5272091660879,20,"Laikhuvow",NA
"357",-47.885,-32.815,"permanent",0.527654945850372,139.947250366211,0,"Adirondaq","score",0,0,15449.8073968648,982.505449052998,FALSE,14,1,TRUE,FALSE,4198,1042356.4628067,7318466.51174545,0.00589142118193651,34.4382159094266,17,"Ephaeghde",NA
"358",-70.585,-14.215,"permanent",0.550790548324585,151.567855834961,0,"Adirondaq","score",0,0,9699.84187832518,157.290023334227,FALSE,27,1,TRUE,FALSE,4547,996592.235061646,5133923.91558075,5.57397030188623e-05,38.4947235604573,24,"Raeghaefu",NA
"359",-47.025,-48.465,"permanent",0.548021733760834,143.567031860352,0,"Adirondaq","score",0,0,9944.10843265287,722.572945259258,FALSE,17,1,TRUE,FALSE,4307,1136238.02409363,6439194.88731575,0,30.894033721941,23,"Thaiwubke",NA
"360",-45.035,-35.575,"permanent",0.532559096813202,141.682678222656,0,"Adirondaq","score",0,0,15359.1062896666,787.899112986858,FALSE,23,1,TRUE,FALSE,4250,1064129.51508331,8332008.25880432,0.00334544388976067,36.0622627557183,17,"Dxuchesde",NA
"361",-39.085,-39.955,"permanent",0.480638325214386,134.316421508789,0,"Adirondaq","score",0,0,12771.8788211952,359.112282205074,FALSE,39,1,TRUE,FALSE,4029,1186808.71555328,9028164.55625916,9.23686507169718e-05,63.395467528972,18,"Xongxorga",NA
"362",-68.925,-14.385,"permanent",0.567149519920349,155.04426574707,0,"Adirondaq","score",0,0,21863.3355973126,14.9090193330806,TRUE,42,1,TRUE,FALSE,4651,969506.704181671,6292807.8696022,0.0620563385066856,43.1087889510553,24,"Agdaire",NA
"363",-37.285,-39.005,"permanent",0.531541764736176,143.250885009766,0,"Adirondaq","score",0,0,11419.7798715641,214.934526086936,FALSE,36,1,TRUE,FALSE,4298,1150698.33552551,7496981.21336365,1.91107553207528e-05,48.8905922180587,18,"Laimaenru",NA
"364",-70.705,-46.645,"permanent",0.504330337047577,132.129913330078,0,"Adirondaq","score",0,0,15772.8294687233,646.479121900307,FALSE,20,1,TRUE,FALSE,3964,995978.524036407,6928541.74023438,0.0104546448690807,32.2363070144396,20,"Shuorvau",NA
"365",-63.025,-32.415,"permanent",0.533920049667358,136.476013183594,0,"Adirondaq","score",0,0,16071.6223509932,232.379135617695,FALSE,26,1,TRUE,FALSE,4094,966122.301086426,6023337.05678558,0.010021467748477,52.4420887279047,21,"Osumchius",NA
"366",-60.125,-28.115,"permanent",0.491950333118439,130.439529418945,0,"Adirondaq","score",0,0,12685.627675004,424.591734557905,FALSE,18,1,TRUE,FALSE,3913,951075.147964478,6747188.1148262,0.00249926211250289,30.2894503854837,21,"Chiokhau",NA
"367",-72.095,-30.155,"permanent",0.469623982906342,123.345916748047,0,"Adirondaq","score",0,0,10476.0097201694,91.7672000888975,FALSE,30,1,TRUE,FALSE,3700,888688.337936401,7994622.43157578,3.71598020125749e-05,33.9882094202476,24,"Daixahkhe",NA
"368",-78.285,-36.865,"permanent",0.533747851848602,133.203536987305,0,"Adirondaq","score",0,0,17673.4781417978,454.826494443974,FALSE,16,1,TRUE,FALSE,3996,1005271.26531219,7364875.86990356,0.0172315310475454,35.2121748498756,20,"Zaizukhu",NA
"369",-65.105,-44.405,"permanent",0.485609769821167,129.811111450195,0,"Adirondaq","score",0,0,14390.8866863755,891.290824907384,FALSE,22,1,TRUE,FALSE,3894,1134683.86242104,9863818.53695107,0.00151718163074199,34.5306681232404,20,"Vowuvyuts",NA
"370",-63.275,-38.515,"permanent",0.525303959846497,135.87841796875,0,"Adirondaq","score",0,0,12498.967671125,551.525907812924,FALSE,26,1,TRUE,FALSE,4076,1073919.53649139,9457107.65286255,0,54.6186147358881,21,"Khauxixtu",NA
"371",-74.075,-27.555,"permanent",0.477794080972672,122.728385925293,0,"Adirondaq","score",0,0,12114.5620356467,313.794415172701,FALSE,23,1,TRUE,FALSE,3682,870942.30657959,7354822.40150452,0.00148356085749251,31.298021661163,24,"Tsuraexe",NA
"372",-55.025,-28.215,"permanent",0.474028617143631,129.11198425293,0,"Adirondaq","score",0,0,15246.218694062,857.478708823281,FALSE,17,1,TRUE,FALSE,3873,928942.861312866,7392165.62538147,0.00752857588774767,30.9120546846207,17,"Dxualdaex",NA
"373",-45.885,-45.755,"permanent",0.495183855295181,135.020446777344,0,"Adirondaq","score",0,0,13477.8671583088,788.913230530404,FALSE,23,1,TRUE,FALSE,4051,1264437.20046997,6602400.45049477,0.00270594139226807,41.1687366401992,23,"Duekix",NA
"374",-36.575,-37.035,"permanent",0.511215090751648,140.060653686523,0,"Adirondaq","score",0,0,12072.0273257322,167.339207951932,FALSE,42,1,TRUE,FALSE,4202,1106251.23518372,6284644.07572937,0.000773454736176023,51.348447644763,18,"Bailaexru",NA
"375",-72.385,-13.905,"permanent",0.55595064163208,151.801284790039,0,"Adirondaq","score",0,0,10174.7590183045,316.073101746477,FALSE,28,1,TRUE,FALSE,4554,967354.699581146,6335700.44234085,1.486392080503e-05,31.0400446742347,24,"Agghaexu",NA
"376",-68.245,-39.555,"permanent",0.491589963436127,129.777984619141,0,"Adirondaq","score",0,0,16053.8001509858,175.937407867409,FALSE,26,1,TRUE,FALSE,3893,1064384.46560669,7323495.48919678,0.00509926015086981,64.2334355947376,20,"Wokhuyu",NA
"377",-45.375,-33.855,"permanent",0.466490268707275,130.736953735352,0,"Adirondaq","score",0,0,10792.9515214594,793.489061403685,FALSE,15,1,TRUE,FALSE,3922,1045507.05748749,6161071.701828,0.000641802866188615,34.912105109589,17,"Uxdxudaex",NA
"378",-39.885,-20.615,"permanent",0.293769240379333,77.2219467163086,0,"Adirondaq","score",0,0,8564.56229546261,225.900541884103,FALSE,31,1,TRUE,FALSE,2317,726719.730705261,2665962.9176178,0.00542320767657807,73.0546905239688,19,"Favaithay",NA
"379",-77.675,-48.925,"permanent",0.497187912464142,130.424224853516,0,"Adirondaq","score",0,0,13113.7148591677,205.432549032355,FALSE,16,1,TRUE,FALSE,3913,930118.516490936,5813019.72161674,0.00661709902981066,24.5428983538274,20,"Zaemwokhu",NA
"380",36.275,-30.895,"permanent",0.818430185317993,256.979370117188,7,"Stockholm","sacred",0,0,14952.3598695108,12.3600111155457,TRUE,75,1,TRUE,FALSE,7709,1094406.45985413,5924959.28722382,0.000708690509811249,44.3181599291963,27,"Woshosdai",NA
"381",24.705,-12.145,"permanent",0.688754022121429,232.489898681641,7,"Stockholm","sacred",0,0,34452.1849177795,332.385069250939,FALSE,31,1,TRUE,FALSE,6975,1523623.87304688,13681693.7386932,0.0223935584014066,74.7488160712851,28,"Raempuxa",NA
"382",55.205,1.03499999999998,"permanent",0.682078540325165,226.428848266602,7,"Stockholm","sacred",1,0,9695.71139397391,3.607912604434,TRUE,96,1,TRUE,FALSE,6793,807936.35269165,2653614.08204651,0,82.5096632310854,29,"Rbaugonau",NA
"383",33.325,-33.525,"permanent",0.663074433803558,220.534759521484,7,"Stockholm","sacred",1,0,9421.22322674281,2.37305012320846,TRUE,66,1,TRUE,FALSE,6616,500577.281967163,3447556.15605927,2.12341725786142e-06,35.1533725674194,27,"Faiwobael",NA
"384",34.065,-29.735,"permanent",0.285063147544861,91.2035751342773,8,"Stockholm","sacred",0,0,8011.24276658226,169.058864912848,FALSE,10,1,TRUE,FALSE,2736,1012361.45619202,5406656.1125412,1.3377528724527e-05,45.6038855883764,27,"Aufaishos",NA
"385",30.255,-7.105,"permanent",0.875222444534302,269.672973632812,0,"Stockholm","confluence",0,1,31623.2323426177,213.811008695787,FALSE,47,1,TRUE,FALSE,8090,1682200.51622009,9544841.73320007,0.0171221750587656,106.92730373111,28,"Sugpuraf",NA
"386",44.485,-11.455,"permanent",0.793940901756287,256.270935058594,0,"Stockholm","confluence",0,1,39840.2601681859,263.598009152906,FALSE,59,1,TRUE,FALSE,7688,1567288.39620972,12580162.610611,0.0401755853730526,113.514122182573,30,"Anzupshae",NA
"387",48.785,9.42499999999998,"permanent",0.777009963989258,252.558151245117,0,"Stockholm","confluence",0,1,18740.040414592,49.9869462588396,TRUE,107,1,TRUE,FALSE,7577,1557554.57066345,7539340.98883057,0.000981549627446442,87.380443062148,31,"Mauhingwi",NA
"388",36.865,-5.47500000000001,"permanent",0.783437788486481,253.3271484375,0,"Stockholm","confluence",0,1,21550.9167950581,309.84702055446,FALSE,62,1,TRUE,FALSE,7600,1537845.28564453,6534311.12011719,0.00230348304132807,181.161331719305,28,"Hevupu",NA
"389",29.485,-14.585,"permanent",0.933703899383545,268.877410888672,0,"Stockholm","confluence",0,1,15598.5923000056,42.168176411666,TRUE,147,1,TRUE,FALSE,8066,1674217.44270325,3120402.9072876,0.00423568657511907,108.928574398231,30,"Anshaepom",NA
"390",41.345,-18.325,"permanent",0.776078462600708,252.115051269531,0,"Stockholm","confluence",0,1,38475.4186354944,416.217127029217,FALSE,40,1,TRUE,FALSE,7563,1609927.38310242,14350935.4259186,0.0296476826085756,82.2578124275807,14,"Igixaeni",NA
"391",43.925,-2.605,"permanent",0.682539105415344,231.774826049805,0,"Stockholm","score",1,0,17006.7384094045,11.7799532871627,TRUE,136,1,TRUE,FALSE,6953,1236320.41674805,4857795.8147583,0.00283423118493053,92.9557210801127,32,"Leiyixi",NA
"392",45.275,-0.285000000000011,"permanent",0.674611628055573,228.923065185547,0,"Stockholm","score",1,0,31438.3814973644,2.38518906854429,TRUE,136,1,TRUE,FALSE,6868,1004141.24595642,7428952.4553833,0.0641187075183835,97.5520251583969,32,"Xiphumo",NA
"393",55.585,-4.03500000000001,"permanent",0.612969279289246,212.522430419922,0,"Stockholm","score",1,0,4785.11671147605,0.617636073698406,TRUE,105,1,TRUE,FALSE,6376,460716.874557495,957231.781600952,0.0188962901777088,81.34155163753,29,"Beipeiw",NA
"394",51.035,-3.98500000000001,"permanent",0.672628581523895,226.00032043457,0,"Stockholm","score",1,0,13484.8907737309,3.11470442693028,TRUE,112,1,TRUE,FALSE,6780,414160.310134888,2697569.55712891,0.0651828934674484,82.2637908328356,29,"Aubaulpuw",NA
"395",43.435,-7.08500000000001,"permanent",0.697428464889526,235.08332824707,0,"Stockholm","score",1,0,12599.3618881266,9.00783969124607,TRUE,138,1,TRUE,FALSE,7052,1100993.8792572,4438677.98985291,0,102.809853180058,30,"Ozanphu",NA
"396",42.805,-1.73500000000001,"permanent",0.655362010002136,224.393905639648,0,"Stockholm","score",1,0,17534.8877186749,1.91543619993839,TRUE,137,1,TRUE,FALSE,6732,937092.184875488,7344911.77046204,0.000972879006976839,86.0997468564379,32,"Phoxnitlo",NA
"397",57.225,-5.01500000000001,"permanent",0.688448905944824,231.754852294922,0,"Stockholm","score",1,0,8913.6888172749,5.99706407849383,TRUE,100,1,TRUE,FALSE,6953,1045800.5406189,2264950.85917664,0,67.3672353188963,29,"Aupuwbaul",NA
"398",54.885,-10.205,"permanent",0.674860119819641,228.37141418457,0,"Stockholm","score",1,0,16200.0482959752,6.0342005567401,TRUE,106,1,TRUE,FALSE,6851,866147.700134277,5196697.22131348,0.00229379621402792,68.5918670206996,14,"Kevwaevae",NA
"399",55.105,-5.11500000000001,"permanent",0.654432356357574,223.393676757812,0,"Stockholm","score",1,0,12709.2338023582,5.56566176829538,TRUE,106,1,TRUE,FALSE,6702,880283.111022949,5071428.51994324,2.93739387337497e-05,81.7774053299994,29,"Goneiwpei",NA
"400",55.005,0.114999999999995,"permanent",0.71207058429718,237.522003173828,0,"Stockholm","score",1,0,13617.9636680506,9.42286039760973,TRUE,96,1,TRUE,FALSE,7126,917143.108291626,4241083.56286621,0.000629062362641446,83.5861639606308,29,"Gonbaulau",NA
"401",48.575,-19.955,"permanent",0.68185156583786,227.09391784668,0,"Stockholm","score",1,0,10556.6848042585,0.475092530745859,TRUE,107,1,TRUE,FALSE,6813,796610.474655151,3077215.78813171,0.000280291078037708,60.9978527860636,14,"Xiphegtim",NA
"402",42.465,-9.855,"permanent",0.847994923591614,268.824829101562,0,"Stockholm","score",1,0,27249.0338890342,6.72953606653261,TRUE,147,1,TRUE,FALSE,8065,1692143.04638672,13972138.5073547,0.00160955028145896,97.6964133349558,30,"Phapomoz",NA
"403",47.725,-19.265,"permanent",0.71700131893158,237.580276489258,0,"Stockholm","score",1,0,18227.2115104876,4.30770624458627,TRUE,109,1,TRUE,FALSE,7127,1119735.5708313,8882648.7075119,0.000787256948352122,61.092895779761,14,"Aivaekhav",NA
"404",51.825,-12.695,"permanent",0.800763249397278,251.682403564453,0,"Stockholm","score",1,0,14649.701335392,1.54495707487587,TRUE,112,1,TRUE,FALSE,7550,801938.661636353,2977983.83084106,0.00339003565217576,89.4723874042696,14,"Egaikhe",NA
"405",53.705,-1.69500000000001,"permanent",0.696206986904144,231.542709350586,0,"Stockholm","score",1,0,11992.4806235418,0.618120370202116,TRUE,101,1,TRUE,FALSE,6946,742946.21975708,3074407.93214417,0.000763368504201181,83.9850306250714,29,"Eiwgonpuw",NA
"406",58.635,-11.015,"permanent",0.654577136039734,223.736526489258,0,"Stockholm","score",1,0,7733.61296601013,7.74103588122853,TRUE,94,1,TRUE,FALSE,6712,870289.526504517,1547060.82498169,0.0104159683404554,62.1277308207068,14,"Aitimrai",NA
"407",41.575,-7.23500000000001,"permanent",0.703986525535583,235.166931152344,0,"Stockholm","score",1,0,13122.2698451667,0.498091254898807,TRUE,148,1,TRUE,FALSE,7055,817576.752685547,2982120.55773926,0.00143649177494325,104.415574548221,30,"Anmattae",NA
"408",49.575,7.84499999999998,"permanent",0.881376445293427,269.305450439453,0,"Stockholm","score",1,0,23007.0795103102,0.497255796662109,TRUE,109,1,TRUE,FALSE,8079,842763.381698608,5506375.90109253,0.0138850254491558,75.2137549512069,31,"Wilaetsae",NA
"409",45.135,1.24499999999999,"permanent",0.733456194400787,238.590606689453,0,"Stockholm","score",1,0,33271.3311982429,1.85450724394619,TRUE,139,1,TRUE,FALSE,7158,799723.409500122,7215397.7049408,0.0807843478667088,110.817451805561,32,"Winleyzei",NA
"410",30.625,-30.305,"permanent",0.706858396530151,235.182205200195,0,"Stockholm","score",1,0,15718.7703804865,7.8692933748029,TRUE,75,1,TRUE,FALSE,7055,902416.509346008,6760251.86818695,0.00107285656953448,42.2938484971218,27,"Woshaimuf",NA
"411",47.075,12.145,"permanent",0.681564450263977,229.832992553711,0,"Stockholm","score",1,0,12903.2469812831,4.42257013674359,TRUE,102,1,TRUE,FALSE,6895,850303.328964233,3275049.52337646,0.00121636418587828,86.7537597839107,31,"Daiwimau",NA
"412",34.475,-27.565,"permanent",0.67602014541626,226.572677612305,0,"Stockholm","score",1,0,16293.5504566216,0.459700144477185,TRUE,92,1,TRUE,FALSE,6797,420080.769836426,3699357.68959045,0.00801789456237817,62.6983447394495,27,"Maudaibu",NA
"413",50.925,-13.625,"permanent",0.713470101356506,237.507995605469,0,"Stockholm","score",1,0,13938.8913819571,3.72836368467194,TRUE,114,1,TRUE,FALSE,7125,857933.853790283,4005862.49977112,0.00126219460836046,73.3481570503449,14,"Xaenkevai",NA
"414",50.645,-1.88500000000001,"permanent",0.873099863529205,269.336547851562,0,"Stockholm","score",1,0,20584.3459741346,1.50293268906375,TRUE,107,1,TRUE,FALSE,8080,997814.991073608,6759999.48362732,0.0027846847822471,84.7634120138852,29,"Eiwpuwpei",NA
"415",42.825,-8.00500000000001,"permanent",0.671405494213104,228.824020385742,0,"Stockholm","score",1,0,22811.7092721236,5.57259052345735,TRUE,145,1,TRUE,FALSE,6865,1178516.44618225,5738075.19371033,0.0126269007238729,112.66085950433,30,"Anpomoz",NA
"416",47.235,-0.335000000000008,"permanent",0.730337738990784,238.716567993164,0,"Stockholm","score",1,0,16328.1420152194,2.57925079579833,TRUE,128,1,TRUE,FALSE,7161,782103.63822937,3266344.96502686,0.0774059910094513,90.7695079162399,32,"Leinitphu",NA
"417",38.395,-13.245,"permanent",0.923373162746429,269.561462402344,0,"Stockholm","score",1,0,26595.2213919379,19.2090606209926,TRUE,148,1,TRUE,FALSE,8087,1714854.21304321,13270935.7415314,0.00188453281635201,85.5133664432664,30,"Oztaentae",NA
"418",44.375,-7.355,"permanent",0.691910982131958,233.508636474609,0,"Stockholm","score",1,0,31356.9369187005,11.0295374689719,TRUE,145,1,TRUE,FALSE,7005,1001814.48355103,7219998.51210022,0.0550410987410259,114.45433204247,30,"Ozphupha",NA
"419",40.675,-7.50500000000001,"permanent",0.729814350605011,241.571548461914,0,"Stockholm","score",1,0,26657.5832108402,10.0944106815007,TRUE,152,1,TRUE,FALSE,7247,989792.576385498,7703811.02561951,0.0137401022213068,108.201812982543,30,"Anozphae",NA
"420",43.825,-4.76500000000001,"permanent",0.704354643821716,235.170059204102,0,"Stockholm","score",1,0,19297.9745762201,4.33708336920591,TRUE,137,1,TRUE,FALSE,7055,827045.641296387,6038917.04788208,0.00356203245006253,92.159957918969,32,"Lowinphu",NA
"421",45.975,-4.25500000000001,"permanent",0.702281177043915,235.019271850586,0,"Stockholm","score",1,0,28259.8836928195,4.32303431874627,TRUE,127,1,TRUE,FALSE,7051,957509.544387817,6234280.65341187,0.0549720876801454,84.2246074545169,32,"Phoxethlo",NA
"422",54.225,0.844999999999985,"permanent",0.647567570209503,223.022842407227,0,"Stockholm","score",1,0,15601.6658279138,5.58983799234495,TRUE,97,1,TRUE,FALSE,6691,1107371.26210022,3782533.22648621,0.00440184397554673,80.0853760951704,29,"Baupeipuw",NA
"423",43.575,-3.465,"permanent",0.657937824726105,224.078720092773,0,"Stockholm","score",1,0,7676.77874781842,3.0889398249503,TRUE,137,1,TRUE,FALSE,6722,796520.496047974,1535691.47950745,2.54810070943371e-05,95.1364647534384,32,"Mozeiywin",NA
"424",53.385,4.11499999999999,"permanent",0.693695485591888,234.056640625,0,"Stockholm","score",1,0,16053.7551402147,9.43924693394299,TRUE,96,1,TRUE,FALSE,7022,1292885.59321594,6078555.5045166,0.00122521175778604,61.7602684278413,29,"Puwpeigon",NA
"425",54.525,-14.605,"permanent",0.623715937137604,217.034088134766,0,"Stockholm","score",1,0,8500.85702000071,12.5008544843714,TRUE,100,1,TRUE,FALSE,6511,405216.320465088,2138448.53303528,7.96281471698033e-05,59.874765284473,14,"Vaekhei",NA
"426",51.115,0.264999999999986,"permanent",0.710938096046448,238.208480834961,0,"Stockholm","score",1,0,17757.6938027538,2.50587109275046,TRUE,102,1,TRUE,FALSE,7146,992425.859893799,6184081.48596191,0.0020485667995218,74.8542842773001,29,"Aupleipuw",NA
